Location,Price,Rooms,Bathrooms,Car Parks,Property Type,Size,Furnishing
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,088,000",4+1,5,4,Semi-detached House (Corner),Land area : 4004 sq. ft.,Unfurnished
"Damansara, Kuala Lumpur","RM 1,088,000",4+1,5,4,Semi-detached House (Corner),Land area : 4004 sq. ft.,Unfurnished
"Desa ParkCity, Kuala Lumpur","RM 1,088,000",4+1,5,4,Semi-detached House (Corner),Land area : 4004 sq. ft.,Unfurnished
"Kepong, Kuala Lumpur","RM 1,088,000",4+1,5,4,Semi-detached House (Corner),Land area : 4004 sq. ft.,Unfurnished
"Segambut, Kuala Lumpur","RM 410,000",3,2,,Apartment (Intermediate),Built-up : 926 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 7,607,600",,,,Bungalow Land,Land area : 13832 sq. ft.,
"Cheras, Kuala Lumpur","RM 750,000",3+1,3,2,Condominium (Corner),"Built-up : 1,700 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur","RM 470,000",4,2,1,Condominium (Corner),"Built-up : 1,307 sq. ft.",Fully Furnished
"Damansara Heights, Kuala Lumpur","RM 4,350,000",4+1,6,,Semi-detached House (Corner),Land area : 3600 sq. ft.,Partly Furnished
"Sri Hartamas, Kuala Lumpur","RM 9,000,000",6+1,7,6,Bungalow (Corner),Land area : 16436 sq. ft.,Fully Furnished
"Damansara Heights, Kuala Lumpur","RM 5,100,000",4+1,4,2,Bungalow (Corner),Land area : 7800 sq. ft.,Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 6,000,000",5+1,6,4,Bungalow (Corner),Land area : 6100 sq. ft.,Partly Furnished
"Country Heights Damansara, Kuala Lumpur","RM 10,000,000",9,10,8,Bungalow (Corner),Land area : 11700 sq. ft.,Partly Furnished
"Jalan Sultan Ismail, Kuala Lumpur","RM 700,000",2,2,1,Serviced Residence (Intermediate),Built-up : 924 sq. ft.,Fully Furnished
"Kuchai Lama, Kuala Lumpur","RM 500,000",3,2,1,Serviced Residence (Corner),Built-up : 935 sq. ft.,Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 1,350,000",2+1,3,1,Condominium (Intermediate),"Built-up : 1,938 sq. ft.",Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 1,080,000",3+1,3,1,Condominium,"Built-up : 1,979 sq. ft.",Fully Furnished
"Bukit Tunku (Kenny Hills), Kuala Lumpur","RM 3,100,000",3+1,5,3,Condominium (Intermediate),"Built-up : 2,996 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur","RM 968,000",1,1,,Serviced Residence,Built-up : 605 sq. ft.,Fully Furnished
"City Centre, Kuala Lumpur","RM 1,480,000",3+1,3,2,Condominium (Intermediate),"Built-up : 1,890 sq. ft.",Fully Furnished
"Bukit Jalil, Kuala Lumpur","RM 1,400,000",4+1,5,2,3-sty Terrace/Link House (Intermediate),Land area : 22x72 sq. ft.,Unfurnished
"Sri Hartamas, Kuala Lumpur","RM 3,300,000",4+1,6,3,Condominium (Intermediate),"Built-up : 3,983 sq. ft.",Fully Furnished
"Sri Hartamas, Kuala Lumpur","RM 3,200,000",4+1,6,4,Condominium (Corner),"Built-up : 3,466 sq. ft.",Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 1,300,000",3+2,3,1,Condominium (Corner),"Built-up : 1,938 sq. ft.",Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 1,395,000",2+1,3,1,Condominium (Intermediate),"Built-up : 1,938 sq. ft.",Partly Furnished
"Bangsar, Kuala Lumpur","RM 3,600,000",4+1,6,3,Condominium (Corner),"Built-up : 3,891 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur","RM 3,941,000",5+1,7,3,Condominium (Intermediate),"Built-up : 3,941 sq. ft.",Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 1,300,000",3,3,1,Condominium (Intermediate),"Built-up : 2,121 sq. ft.",Partly Furnished
"Bangsar, Kuala Lumpur","RM 3,380,000",4+1,5,2,3.5-sty Terrace/Link House (Intermediate),Land area : 2000 sq. ft.,Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 1,900,000",4+1,5,2,Condominium (Intermediate),"Built-up : 3,143 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 850,000",3+1,3,1,Serviced Residence (Intermediate),"Built-up : 1,428 sq. ft.",Fully Furnished
"Cheras, Kuala Lumpur","RM 625,000",4,3,2,2-sty Terrace/Link House (Intermediate),Land area : 1200 sq. ft.,Partly Furnished
"Desa ParkCity, Kuala Lumpur","RM 660,000",4,4,2,2-sty Terrace/Link House (Intermediate),Land area : 22x75 sq. ft.,Unfurnished
"Desa ParkCity, Kuala Lumpur","RM 750,000",5,4,4,2-sty Terrace/Link House (Corner),Land area : 24x90 sq. ft.,Partly Furnished
"Bangsar, Kuala Lumpur","RM 735,000",2+1,2,2,Condominium (Intermediate),Built-up : 966 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur","RM 2,300,000",5+1,3,4,Bungalow (Intermediate),Land area : 4500 sq. ft.,Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 1,390,000",2+1,3,1,Condominium (Corner),"Built-up : 1,290 sq. ft.",Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,480,000",2+1,3,2,Serviced Residence (Corner),"Built-up : 1,691 sq. ft.",Fully Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,480,000",2+1,3,2,Serviced Residence (Corner),"Built-up : 1,691 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur","RM 760,000",2,2,1,Condominium,"Built-up : 1,000 sq. ft.",
"KL Eco City, Kuala Lumpur","RM 1,380,000",2,2,1,Condominium (Corner),Built-up : 969 sq. ft.,Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 3,700,000",4+1,4,4,Semi-detached House (Corner),Land area : 5354 sq. ft.,Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 2,990,000",4+1,4,4,Semi-detached House (Intermediate),Land area : 3550 sq. ft.,Partly Furnished
"Ampang Hilir, Kuala Lumpur","RM 1,450,000",3,2,2,Serviced Residence (Corner),"Built-up : 1,512 sq. ft.",Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 1,900,000",3+1,4,2,Condominium (Intermediate),"Built-up : 1,900 sq. ft.",Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 2,730,000",4+1,4,2,Condominium (Corner),"Built-up : 2,743 sq. ft.",Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 1,250,000",2+1,2,1,Condominium (Corner),"Built-up : 1,250 sq. ft.",Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 1,499,999",3+1,4,1,Condominium (Corner),"Built-up : 1,660 sq. ft.",Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 2,990,000",4+1,4,3,Semi-detached House (Intermediate),Land area : 3550 sq. ft.,Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 2,350,000",3+2,4,2,Condominium (Corner),"Built-up : 2,516 sq. ft.",Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 2,788,000",4+1,4,2,Condominium (Corner),"Built-up : 2,800 sq. ft.",Partly Furnished
"Bukit Jalil, Kuala Lumpur","RM 1,480,000",5,5,2,3-sty Terrace/Link House (Intermediate),Land area : 22 x 72 sq. ft.,Unfurnished
"Damansara Heights, Kuala Lumpur","RM 2,500,000",3,3,4,Condominium (Corner),"Built-up : 2,248 sq. ft.",Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 1,900,000",3+1,4,2,Condominium (Intermediate),"Built-up : 1,900 sq. ft.",Partly Furnished
"Dutamas, Kuala Lumpur","RM 2,480,000",5+1,5,3,Semi-detached House,"Built-up : 4,333 sq. ft.",Partly Furnished
"Seputeh, Kuala Lumpur","RM 699,000",3,2,1,Condominium (Intermediate),"Built-up : 1,312 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 690,000",2,2,1,Condominium,"Built-up : 1,008 sq. ft.",Fully Furnished
"Damansara Heights, Kuala Lumpur","RM 2,100,000",4+1,5,2,Condominium (Intermediate),"Built-up : 3,240 sq. ft.",Unknown
"Damansara Heights, Kuala Lumpur","RM 1,850,000",3+1,4,1,Condominium (Corner),"Built-up : 1,679 sq. ft.",Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 2,100,000",4+1,5,2,Condominium (Intermediate),"Built-up : 3,240 sq. ft.",Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 2,100,000",4+1,5,2,Condominium (Intermediate),"Built-up : 3,240 sq. ft.",Partly Furnished
"Bangsar, Kuala Lumpur","RM 660,000",1,1,1,Condominium (Corner),Built-up : 700 sq. ft.,Partly Furnished
"KLCC, Kuala Lumpur","RM 1,850,000",3+1,4,1,Condominium (Corner),"Built-up : 2,207 sq. ft.",
"Pantai, Kuala Lumpur","RM 5,300,000",5+1,6,4,Bungalow,Land area : 8300 sq. ft.,Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 9,300,000",5+1,5,4,Bungalow,"Built-up : 8,365 sq. ft.",Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 1,300,000",3,2,1,Condominium (Corner),"Built-up : 1,580 sq. ft.",Fully Furnished
"Damansara Heights, Kuala Lumpur","RM 945,000",,,1,Serviced Residence (Intermediate),Built-up : 764 sq. ft.,Fully Furnished
"Damansara Heights, Kuala Lumpur","RM 1,380,000",2+1,2,1,Condominium (Corner),"Built-up : 1,410 sq. ft.",Unfurnished
"Damansara Heights, Kuala Lumpur","RM 1,380,000",2+1,2,1,Condominium (Corner),"Built-up : 1,390 sq. ft.",Unfurnished
"Mont Kiara, Kuala Lumpur","RM 1,720,000",4+1,4,2,Condominium (Corner),"Built-up : 2,500 sq. ft.",Fully Furnished
"Damansara Heights, Kuala Lumpur","RM 2,280,000",4+1,4,2,Condominium (Corner),"Built-up : 3,303 sq. ft.",Partly Furnished
"Bangsar, Kuala Lumpur","RM 950,000",2+1,2,1,Condominium (Corner),"Built-up : 1,518 sq. ft.",Partly Furnished
"Bangsar, Kuala Lumpur","RM 2,052,000",4+1,4,1,Condominium (Corner),"Built-up : 2,280 sq. ft.",Partly Furnished
"Damansara Heights, Kuala Lumpur","RM 2,400,000",3+1,4,2,Condominium (Corner),"Built-up : 2,800 sq. ft.",Partly Furnished
"Desa Pandan, Kuala Lumpur","RM 950,000",2,2,,Serviced Residence,"Built-up : 1,087 sq. ft.",Fully Furnished
"Seputeh, Kuala Lumpur","RM 620,000",2,2,2,Condominium (Intermediate),"Built-up : 1,021 sq. ft.",Fully Furnished
"Kepong, Kuala Lumpur","RM 838,000",4,3,,2-sty Terrace/Link House (Intermediate),Land area : 1700 sq. ft.,Partly Furnished
"Setapak, Kuala Lumpur","RM 1,800,000",7,6,8,2.5-sty Terrace/Link House (Intermediate),Land area : 3844 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 3,000,000",5+1,5,,Semi-detached House (Corner),Land area : 4000 sq. ft.,Partly Furnished
"Bangsar, Kuala Lumpur","RM 1,000,000",2,2,1,Condominium (Intermediate),"Built-up : 1,252 sq. ft.",Partly Furnished
"Pantai, Kuala Lumpur","RM 700,000",3,2,1,Condominium (Corner),"Built-up : 1,514 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur","RM 870,000",2,2,,Condominium,"Built-up : 1,047 sq. ft.",Fully Furnished
"Damansara Heights, Kuala Lumpur","RM 1,400,000",1,1,1,Serviced Residence,Built-up : 904 sq. ft.,Partly Furnished
"Kepong, Kuala Lumpur","RM 1,380,000",5+1,5,4,3-sty Terrace/Link House (Intermediate),Land area : 22x75 sq. ft.,Unfurnished
"Damansara Heights, Kuala Lumpur","RM 2,100,000",2+1,4,2,Serviced Residence,"Built-up : 1,668 sq. ft.",Partly Furnished
"Sri Hartamas, Kuala Lumpur","RM 3,600,000",4,4,,3.5-sty Terrace/Link House,Land area : 2000 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 7,500,000",7+1,7,5,Bungalow,Land area : 8966 sq. ft.,Partly Furnished
"Sri Hartamas, Kuala Lumpur","RM 3,300,000",4+1,4,3,Condominium,"Built-up : 3,600 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur","RM 1,240,000",1+1,2,,Serviced Residence,Built-up : 850 sq. ft.,Partly Furnished
"KLCC, Kuala Lumpur","RM 1,506,300",2,1,1,Serviced Residence,"Built-up : 1,020 sq. ft.",Fully Furnished
"Cheras, Kuala Lumpur","RM 360,000",3,2,1,Condominium (Corner),Land area : 962 sq. ft.,Unfurnished
"Bukit Jalil, Kuala Lumpur","RM 888,000",3,2,2,Condominium,"Built-up : 1,407 sq. ft.",Partly Furnished
"Bukit Jalil, Kuala Lumpur","RM 630,000",3,2,2,Condominium,"Built-up : 1,232 sq. ft.",Partly Furnished
"Alam Damai, Kuala Lumpur","RM 880,000",4,4,,2-sty Terrace/Link House (Intermediate),Land area : 1650 sq. ft.,Partly Furnished
"Kepong, Kuala Lumpur","RM 1,050,000",4,3,2,2-sty Terrace/Link House,Land area : 22x75 sq. ft.,
"Segambut, Kuala Lumpur","RM 728,000",3+1,,2,Condominium,"Built-up : 1,295 sq. ft.",
"Segambut, Kuala Lumpur","RM 945,000",4+1,4,3,Condominium,"Built-up : 1,611 sq. ft.",
"Dutamas, Kuala Lumpur","RM 1,300,000",4+1,4,3,Condominium (EndLot),,Partly Furnished
"Dutamas, Kuala Lumpur","RM 1,220,000",3+1,5,2,Condominium,"Built-up : 1,875 sq. ft.",Partly Furnished
"Dutamas, Kuala Lumpur","RM 1,120,000",3+1,5,2,Condominium,"Built-up : 1,875 sq. ft.",Partly Furnished
"Batu Caves, Kuala Lumpur","RM 749,000",3,2,2,Serviced Residence,"Built-up : 1,020 sq. ft.",Partly Furnished
"Batu Caves, Kuala Lumpur","RM 770,000",3,2,2,Serviced Residence (Intermediate),"Built-up : 1,098 sq. ft.",Partly Furnished
"Brickfields, Kuala Lumpur","RM 600,000",Studio,1,,Serviced Residence (Duplex),Built-up : 468 sq. ft.,Fully Furnished
"Brickfields, Kuala Lumpur","RM 610,000",Studio,1,,Serviced Residence (Studio),Built-up : 527 sq. ft.,Fully Furnished
"Setapak, Kuala Lumpur","RM 455,000",3,2,1,Condominium,"Built-up : 1,272 sq. ft.",Fully Furnished
"Setapak, Kuala Lumpur","RM 410,000",4,2,1,Condominium,"Built-up : 1,272 sq. ft.",Partly Furnished
"Batu Caves, Kuala Lumpur","RM 737,000",3,2,1,Serviced Residence,"Built-up : 1,109 sq. ft.",Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 2,800",3,2,1,Condominium,"Built-up : 1,270 sq. ft.",Fully Furnished
"Bangsar South, Kuala Lumpur","RM 725,000",2,2,1,Serviced Residence,Built-up : 869 sq. ft.,Fully Furnished
"Sri Petaling, Kuala Lumpur","RM 340,000",2,2,1,Condominium,Built-up : 850 sq. ft.,Fully Furnished
"Sri Petaling, Kuala Lumpur","RM 378,000",3,2,1,Condominium,"Built-up : 1,045 sq. ft.",Partly Furnished
"Bangsar South, Kuala Lumpur","RM 679,000",2,1,1,Serviced Residence,Built-up : 725 sq. ft.,Partly Furnished
"Bangsar South, Kuala Lumpur","RM 550,000",1+1,1,1,Serviced Residence (Intermediate),Built-up : 648 sq. ft.,Partly Furnished
"Sri Hartamas, Kuala Lumpur","RM 3,200,000",,,,3-sty Terrace/Link House,Land area : 1507 sq. ft.,Partly Furnished
"Bukit Ledang, Kuala Lumpur","RM 1,723,500",,,,Bungalow,Land area : 4884 sq. ft.,Partly Furnished
"Bangsar South, Kuala Lumpur","RM 700,000",2,2,1,Serviced Residence,Built-up : 815 sq. ft.,Fully Furnished
"Sri Hartamas, Kuala Lumpur","RM 3,200,000",,,,Bungalow (Corner),Land area : 1507 sq. ft.,Partly Furnished
"Bangsar South, Kuala Lumpur","RM 800,000",3,2,1,Serviced Residence (Intermediate),Built-up : 990 sq. ft.,Partly Furnished
"Sungai Besi, Kuala Lumpur","RM 1,250,000",4,3,4,2-sty Terrace/Link House (Intermediate),Land area : 22x85 sq. ft.,Unfurnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 714,000",3+1,2,2,Serviced Residence,"Built-up : 1,094 sq. ft.",Partly Furnished
"Cheras, Kuala Lumpur","RM 400,000",3,2,1,Condominium,Built-up : 798 sq. ft.,Partly Furnished
"Taman Desa, Kuala Lumpur","RM 1,250,000",4,3,4,2-sty Terrace/Link House (Intermediate),Land area : 22x85 sq. ft.,Unfurnished
"Kepong, Kuala Lumpur","RM 690,000",3,2,3,1-sty Terrace/Link House (Intermediate),Land area : 22x80 sq. ft.,Unknown
"Mont Kiara, Kuala Lumpur","RM 670,000",1,1,1,Serviced Residence,Built-up : 633 sq. ft.,Fully Furnished
"Kepong, Kuala Lumpur","RM 1,630,000",5,6,5,3-sty Terrace/Link House (Intermediate),Land area : 22X80 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 920,000",3,2,1,Condominium,"Built-up : 1,432 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur","RM 820,000",3,2,1,Condominium,"Built-up : 1,268 sq. ft.",Fully Furnished
"Mont Kiara, Kuala Lumpur","RM 820,000",3,2,1,Condominium,"Built-up : 1,268 sq. ft.",Fully Furnished
"Sri Hartamas, Kuala Lumpur","RM 3,900,000",4,4,3,1-sty Terrace/Link House (Intermediate),"Built-up : 5,230 sq. ft.",Fully Furnished
"Batu Caves, Kuala Lumpur","RM 588,000",2,2,1,Serviced Residence (Intermediate),Land area : 904 sq. ft.,Unfurnished
"Batu Caves, Kuala Lumpur","RM 738,000",3,2,2,Serviced Residence (Intermediate),Land area : 1109 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 2,700,000",3+1,4,3,Condominium,"Built-up : 3,003 sq. ft.",Fully Furnished
"Mid Valley City, Kuala Lumpur","RM 2,500,000",3+1,3,1,Condominium,"Built-up : 2,680 sq. ft.",Partly Furnished
"City Centre, Kuala Lumpur","RM 650,000",4,3,,Condominium (Corner),"Built-up : 1,500 sq. ft.",Partly Furnished
"Setapak, Kuala Lumpur","RM 610,000",3,2,2,Condominium (Corner),"Built-up : 1,000 sq. ft.",Partly Furnished
"Bukit Jalil, Kuala Lumpur","RM 498,000",1+1,1,1,Serviced Residence,Built-up : 667 sq. ft.,Unfurnished
"Cheras, Kuala Lumpur","RM 478,000",1+1,2,1,Serviced Residence,Built-up : 720 sq. ft.,Fully Furnished
"Taman Desa, Kuala Lumpur","RM 440,000",1,1,1,Condominium,Built-up : 680 sq. ft.,Partly Furnished
"Taman Desa, Kuala Lumpur","RM 500,000",2,2,1,Condominium (Intermediate),"Built-up : 1,044 sq. ft.",Fully Furnished
"Taman Desa, Kuala Lumpur","RM 730,000",3,2,,Condominium,"Built-up : 1,250 sq. ft.",
"Bukit Bintang, Kuala Lumpur","RM 990,000",2+1,2,,Serviced Residence,"Built-up : 1,116 sq. ft.",Partly Furnished
"Bukit Bintang, Kuala Lumpur","RM 798,000",1,1,,Serviced Residence,Built-up : 750 sq. ft.,Partly Furnished
"Bukit Bintang, Kuala Lumpur","RM 1,150,000",3+1,3,,Serviced Residence (Corner),"Built-up : 1,323 sq. ft.",Partly Furnished
"Keramat, Kuala Lumpur","RM 1,850,000",4+1,7,,Condominium,"Built-up : 3,800 sq. ft.",Partly Furnished
"Keramat, Kuala Lumpur","RM 900,000",3+1,3,,Condominium,"Built-up : 1,800 sq. ft.",Partly Furnished
"Sungai Besi, Kuala Lumpur","RM 1,050,000",5,4,,3-sty Terrace/Link House (Intermediate),Land area : 20x80 sq. ft.,Unfurnished
"Jalan Klang Lama (Old Klang Road), Kuala Lumpur","RM 660,000",3,2,1,Serviced Residence,Built-up : 953 sq. ft.,Unfurnished
"Keramat, Kuala Lumpur","RM 1,200,000",3+1,3,,Condominium,"Built-up : 1,800 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur","RM 3,300,000",3+1,4,,Serviced Residence (Corner),"Built-up : 2,739 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur","RM 2,900,000",3,3,,Serviced Residence,"Built-up : 2,416 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur","RM 4,200,000",3+2,4,,Serviced Residence (Corner),"Built-up : 3,467 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur","RM 2,950,000",5+2,5,,Condominium (Corner),"Built-up : 3,502 sq. ft.",Partly Furnished
"KLCC, Kuala Lumpur","RM 1,780,000",4+1,4,,Condominium,"Built-up : 2,315 sq. ft.",Fully Furnished
"KLCC, Kuala Lumpur","RM 4,500,000",5,6,,Condominium,"Built-up : 5,472 sq. ft.",
"Bandar Menjalara, Kuala Lumpur","RM 838,000",4,3,3,2-sty Terrace/Link House (Intermediate),Land area : 22X75 sq. ft.,Partly Furnished
"Sentul, Kuala Lumpur","RM 790,000",3,3,1,Condominium (Intermediate),"Built-up : 1,237 sq. ft.",Unfurnished
"Kepong, Kuala Lumpur","RM 530,000",3,2,1,Condominium (Corner),Land area : 1030 sq. ft.,Unfurnished
"Sentul, Kuala Lumpur","RM 815,000",2+1,2,2,Condominium (Intermediate),"Built-up : 1,080 sq. ft.",Partly Furnished
"Kepong, Kuala Lumpur","RM 1,150,000",4,3,4,2-sty Terrace/Link House (Intermediate),Land area : 22x75 sq. ft.,Unfurnished
"Salak Selatan, Kuala Lumpur","RM 384,000",2,2,1,Serviced Residence,,
"Kepong, Kuala Lumpur","RM 1,250,000",5,4,2,3-sty Terrace/Link House,Land area : 1870 sq. ft.,
"Segambut, Kuala Lumpur","RM 750,000",3+1,3,2,Condominium,,
"Kepong, Kuala Lumpur","RM 530,000",3,2,1,1-sty Terrace/Link House (Intermediate),Land area : 20x65 sq. ft.,Unfurnished
"Pantai, Kuala Lumpur","RM 5,500,000",4+1,4,3,Bungalow (Intermediate),Land area : 9300 sq. ft.,Partly Furnished
"Jalan Ipoh, Kuala Lumpur","RM 875,000",4,2,,2-sty Terrace/Link House (Intermediate),Land area : 20*65 sq. ft.,
"Pantai, Kuala Lumpur","RM 5,600,000",5,4,3,Bungalow (Intermediate),Land area : 8400 sq. ft.,
"Damansara Heights, Kuala Lumpur","RM 3,700,000",5+1,4,,Bungalow,Land area : 6931 sq. ft.,Unfurnished
"Bangsar South, Kuala Lumpur","RM 1,630,000",3+1,4,2,Condominium,"Built-up : 2,068 sq. ft.",Fully Furnished
"Mid Valley City, Kuala Lumpur","RM 1,700,000",3+1,4,,Condominium (Corner),"Built-up : 1,819 sq. ft.",Fully Furnished
"Mid Valley City, Kuala Lumpur","RM 1,400,000",3,2,,Condominium (Corner),"Built-up : 1,367 sq. ft.",Fully Furnished
"KL City, Kuala Lumpur","RM 490,000",4,2,2,Condominium,"Built-up : 1,065 sq. ft.",Unfurnished
"Setapak, Kuala Lumpur","RM 520,000",3,2,2,Serviced Residence (Corner),Built-up : 918 sq. ft.,Partly Furnished
"Cheras, Kuala Lumpur","RM 450,800",3,2,2,Condominium,Built-up : 850 sq. ft.,
"Bangsar, Kuala Lumpur","RM 1,359,000",2,2,1,Serviced Residence,"Built-up : 1,076 sq. ft.",Unfurnished
"Desa Pandan, Kuala Lumpur","RM 1,080,000",2,2,,Serviced Residence (Intermediate),"Built-up : 1,410 sq. ft.",Partly Furnished
"Kepong, Kuala Lumpur","RM 1,880,000",4,4,,2-sty Terrace/Link House,Land area : 20x75 sq. ft.,Partly Furnished
"Mont Kiara, Kuala Lumpur","RM 718,000",2,2,2,Serviced Residence,Built-up : 782 sq. ft.,Unknown
"Mont Kiara, Kuala Lumpur","RM 580,000",2,1,1,Serviced Residence,Built-up : 595 sq. ft.,Partly Furnished
"Pantai, Kuala Lumpur","RM 545,000",2+1,2,1,Serviced Residence,Built-up : 805 sq. ft.,Partly Furnished
"Pantai, Kuala Lumpur","RM 440,000",1+1,1,1,Serviced Residence,Built-up : 650 sq. ft.,Partly Furnished
"Pantai, Kuala Lumpur","RM 360,000",1+1,1,1,Serviced Residence,Built-up : 518 sq. ft.,Partly Furnished
"Taman Tun Dr Ismail, Kuala Lumpur","RM 1,900,000",3+1,3,2,2-sty Terrace/Link House (EndLot),Land area : 24x75 sq. ft.,Partly Furnished
"Segambut, Kuala Lumpur","RM 529,600",2,2,1,Serviced Residence (Intermediate),Built-up : 713 sq. ft.,Unfurnished
"Segambut, Kuala Lumpur","RM 690,788",4,3,1,Serviced Residence (Duplex),"Built-up : 1,126 sq. ft.",Unfurnished
"Sentul, Kuala Lumpur","RM 546,000",3,2,2,Serviced Residence (Intermediate),"Built-up : 1,001 sq. ft.",Unfurnished
"Sentul, Kuala Lumpur","RM 475,000",3,2,2,Serviced Residence (Corner),Built-up : 850 sq. ft.,Unfurnished
"Sentul, Kuala Lumpur","RM 384,384",2,2,1,Serviced Residence (Intermediate),Built-up : 743 sq. ft.,Unfurnished
"Sentul, Kuala Lumpur","RM 369,000",2,1,1,Serviced Residence (Intermediate),Built-up : 721 sq. ft.,Unfurnished
"Bangsar South, Kuala Lumpur","RM 536,000",2+1,2,1,Apartment (EndLot),Built-up : 592 sq. ft.,Partly Furnished
"Bangsar South, Kuala Lumpur","RM 618,500",2+1,2,1,Apartment (EndLot),Built-up : 721 sq. ft.,Partly Furnished
"Bangsar South, Kuala Lumpur","RM 378,400",Studio,1,1,Apartment (Intermediate),Built-up : 452 sq. ft.,Partly Furnished
"Bangsar South, Kuala Lumpur","RM 420,000",1+1,1,1,Apartment (EndLot),Built-up : 495 sq. ft.,Partly Furnished
